"","schoolprogram","cutoff","quality","size","schoolname","sssdistrict","ssslong","ssslat"
"14007","80802,Agriculture",209,227.5,48,"DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"14020","80802,Home Economics",208,224,11,"DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"14031","80802,Technical",210,227.222222222222,9,"DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"14033","80802,Visual Arts",209,229.529411764706,17,"DAGBON STATE SENIOR HIGH/TECHNICAL SCHOOL, YENDI","East Dagomba (Yendi)",-0.200845062732697,9.35213088989258
"14037","80901,Agriculture",211,227.666666666667,6,"CHEREPONI SENIOR HIGH/TECHNICAL SCH, CHEREPONI","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14047","80901,General Arts",202,221.333333333333,9,"CHEREPONI SENIOR HIGH/TECHNICAL SCH, CHEREPONI","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14067","80902,Agriculture",197,221.04,25,"SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14077","80902,General Arts",198,233.311688311688,77,"SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14078","80902,General Science",198,242.791666666667,24,"SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14080","80902,Home Economics",214,218.5,2,"SABOBA E.P SENIOR HIGH SCHOOL, SABOBA","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14097","81001,Agriculture",208,230.25,8,"GUSHEGU SENIOR HIGH SCH, GUSHEGU","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14100","81001,Business",208,234.666666666667,6,"GUSHEGU SENIOR HIGH SCH, GUSHEGU","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14107","81001,General Arts",202,232.3,30,"GUSHEGU SENIOR HIGH SCH, GUSHEGU","Saboba/Chereponi (Saboba)",0.166294068098068,9.91628551483154
"14127","81101,Agriculture",204,228.666666666667,9,"ZABZUGU SENIOR HIGH SCH, ZABZUGU","Zabzugu Tatale (Zabzugu)",0.371232807636261,9.13971710205078
"14137","81101,General Arts",203,232.222222222222,36,"ZABZUGU SENIOR HIGH SCH, ZABZUGU","Zabzugu Tatale (Zabzugu)",0.371232807636261,9.13971710205078
"14140","81101,Home Economics",217,231,5,"ZABZUGU SENIOR HIGH SCH, ZABZUGU","Zabzugu Tatale (Zabzugu)",0.371232807636261,9.13971710205078
"14157","81102,Agriculture",208,227.833333333333,6,"E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE","Zabzugu Tatale (Zabzugu)",0.371232807636261,9.13971710205078
"14167","81102,General Arts",209,235.714285714286,14,"E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE","Zabzugu Tatale (Zabzugu)",0.371232807636261,9.13971710205078
"14170","81102,Home Economics",222,222,1,"E. P. AGRIC SENIOR HIGH./TECH. SCHOOL, TATALE","Zabzugu Tatale (Zabzugu)",0.371232807636261,9.13971710205078
"14190","81201,Business",204,243.5,10,"TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"14197","81201,General Arts",213,244.8,30,"TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"14198","81201,General Science",230,245.5,4,"TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"14200","81201,Home Economics",220,239.333333333333,9,"TOLON SENIOR HIGH SCH, TOLON","West Mamprusi (Walewale)",-1.11731052398682,10.3346328735352
"14217","81202,Agriculture",209,235.407407407407,27,"KUMBUNGU SENIOR HIGH. SCH, KUMBUNGU","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14227","81202,General Arts",207,237.597222222222,72,"KUMBUNGU SENIOR HIGH. SCH, KUMBUNGU","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14250","81301,Business",209,233.6,50,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14257","81301,General Arts",201,232.051282051282,117,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14258","81301,General Science",209,237.304347826087,23,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14260","81301,Home Economics",207,228.479166666667,48,"SAVELUGU NANTON SENIOR HIGH. SCH, SAVELUGU","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14277","81302,Agriculture",199,229.457142857143,35,"PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14280","81302,Business",201,231.606060606061,33,"PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14287","81302,General Arts",203,238.457142857143,70,"PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14303","81302,Visual Arts",208,228.454545454545,11,"PONG-TAMALE SENIOR HIGH. SCH, PONG-TAMALE","Savelugu/Nanton (Savelugu)",-0.815288662910461,9.81180095672607
"14307","90101,Agriculture",263,278.932584269663,89,"BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.188137739896774,11.0363521575928
"14310","90101,Business",247,268.335260115607,173,"BAWKU SENIOR HIGH. SCH, BAWKU","Bawku East (Bawku)",-0.188137739896774,11.0363521575928
